eps,clean_acc,adv_acc,targeted_success_rate
0.0,89.1891891891892,89.1891891891892,0.9009009009009009
0.05,89.1891891891892,13.513513513513514,1.8018018018018018
0.1,89.1891891891892,18.01801801801802,0.0
0.15,89.1891891891892,17.117117117117118,0.0
0.2,89.1891891891892,17.117117117117118,0.0
0.3,89.1891891891892,16.216216216216218,0.0
