eps,clean_acc,adv_acc,target_success_rate
0.0001,89.83050847457628,89.83050847457628,0.0
0.05,89.83050847457628,12.711864406779661,16.949152542372882
0.1,89.83050847457628,16.10169491525424,2.542372881355932
0.15,89.83050847457628,16.10169491525424,0.0
0.2,89.83050847457628,16.10169491525424,0.0
0.3,89.83050847457628,16.10169491525424,0.0
