eps,clean_acc,adv_acc,target_success_rate
0.0001,89.83050847457628,89.83050847457628,0.0
0.05,89.83050847457628,0.0,100.0
0.1,89.83050847457628,0.0,100.0
0.15,89.83050847457628,0.0,100.0
0.2,89.83050847457628,0.0,100.0
0.3,89.83050847457628,0.0,100.0
