eps,clean_acc,adv_acc,target_success_rate
0.0001,100.0,100.0,0.0
0.05,100.0,95.37037037037037,3.7037037037037037
0.1,100.0,30.555555555555557,49.074074074074076
0.15,100.0,12.037037037037036,58.333333333333336
0.2,100.0,7.407407407407407,46.2962962962963
0.3,100.0,2.7777777777777777,10.185185185185185
